OptCost	Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
-0.6363235	19.691611766815186	0	-76.4483174132447	49.77918418991032	64.63357087389124	-210.68482558715445	151.0	0.0	20083	20083
-0.6130642	27.56622552871704	1	-74.3391135581922	50.088217908163095	75.7642385884209	-191.6901322273485	151.0	0.0	20083	40166
-0.6689331	34.745497941970825	2	-73.70378088787268	45.064297903928185	59.09279248480733	-157.2490103237228	151.0	0.0	20083	60249
-0.60214204	41.86517953872681	3	-84.4710186461547	43.921560729092	23.58332421056855	-279.84980699338246	151.0	0.0	20083	80332
-0.59096736	48.97473692893982	4	-74.4381900527973	50.54258937545625	67.73840393368766	-256.42278455379704	151.0	0.0	20083	100415
-0.595618	56.11532163619995	5	-75.2797785770327	43.85859934111123	64.65795119565509	-218.65582737371426	151.0	0.0	20083	120498
-0.50659806	63.27521777153015	6	-67.41946687691957	51.72853694763433	76.90492771915677	-213.30104873819687	151.0	0.0	20083	140581
-0.49521858	70.44430637359619	7	-68.23405515945325	45.7052657248402	80.82031978600561	-194.99713843682503	151.0	0.0	20083	160664
-0.43304586	77.58108758926392	8	-60.28873621801756	44.59255769381853	74.1735430754778	-168.5097677074583	151.0	0.0	20083	180747
-0.5169659	84.69392490386963	9	-58.82872640599735	44.92844619414858	80.22775045457054	-161.83402142676883	151.0	0.0	20083	200830
-0.544206	91.81085968017578	10	-60.55974478982086	46.9196629056581	70.11310657143333	-163.3686376268672	151.0	0.0	20083	220913
-0.3937481	98.95928907394409	11	-49.889683104369766	47.832726063690956	137.4767633610299	-153.9682389572107	151.0	0.0	20083	240996
-0.4398876	106.08144760131836	12	-51.775162004742604	42.26481380234115	74.42236865799113	-160.8182219655414	151.0	0.0	20083	261079
-0.4207969	113.2184591293335	13	-50.36209163297219	44.556825034915256	67.88838292855874	-163.7321380473683	151.0	0.0	20083	281162
-0.5044163	120.34802055358887	14	-47.81660622434685	42.64444474349219	67.05608882912011	-176.44567143459673	151.0	0.0	20083	301245
-0.41670373	127.44097709655762	15	-51.873732675344925	47.04483600627043	85.97554048836628	-158.44214836731976	151.0	0.0	20083	321328
-0.40837914	134.56595873832703	16	-47.869172848554285	44.020053004870505	44.93038778711902	-180.0384224198678	151.0	0.0	20083	341411
-0.39283955	141.72934079170227	17	-44.235712313767884	49.04899924762783	82.72712860980427	-184.57133471236855	151.0	0.0	20083	361494
-0.32584783	148.83289170265198	18	-38.172128462383135	42.63618437574343	94.10617367496346	-169.01219956666094	151.0	0.0	20083	381577
-0.40982327	156.0057647228241	19	-45.51166749237338	46.65411213578301	91.59383506842865	-175.11753528711955	151.0	0.0	20083	401660
-0.4048018	163.16611981391907	20	-45.579098858749326	39.607510821994936	157.77525026138244	-113.55147839180344	151.0	0.0	20083	421743
-0.32264048	170.29745984077454	21	-42.41401907336329	46.46324678944533	134.3986270542945	-164.54841343998513	151.0	0.0	20083	441826
-0.36210185	177.45487022399902	22	-35.05305553154464	40.58370955413578	75.10402227968547	-147.61075768350977	151.0	0.0	20083	461909
-0.30091497	184.64610052108765	23	-38.29906705685788	43.68409370400107	123.82799503039578	-144.61118200985834	151.0	0.0	20083	481992
-0.29677615	191.8284788131714	24	-36.57837941147347	39.703401312102024	60.10387642238604	-156.60503907697262	151.0	0.0	20083	502075
-0.285704	199.00329279899597	25	-34.752583255454766	42.710632646221995	68.53501562228709	-133.45612953988476	151.0	0.0	20083	522158
-0.2913459	206.15995240211487	26	-40.91677628828092	41.23664304796738	86.52031759518353	-161.02058160165342	151.0	0.0	20083	542241
-0.30779624	213.31752967834473	27	-32.866061337468025	37.97565865387761	69.22661230667252	-190.60855893086193	151.0	0.0	20083	562324
-0.29077175	220.42122793197632	28	-40.20555914841291	38.20080981084865	122.28552628919314	-119.159807162415	151.0	0.0	20083	582407
-0.30513927	227.5796194076538	29	-40.79828374773699	43.501793318209984	144.84227087750307	-156.50540789443494	151.0	0.0	20083	602490
-0.29246193	234.76767301559448	30	-36.237968641315696	34.75295189051545	54.15722154746294	-131.47843217205786	151.0	0.0	20083	622573
-0.25757292	244.12639546394348	31	-32.12026180693805	35.684139044295634	102.12350349155632	-117.98081259178278	151.0	0.0	20083	642656
-0.23818466	251.94686841964722	32	-26.419339626188314	34.51000106189625	94.02054012708018	-115.46268057403137	151.0	0.0	20083	662739
-0.24903175	259.16547179222107	33	-25.109672347940897	40.39207258372761	107.85469150493824	-152.08000101601795	151.0	0.0	20083	682822
-0.21847516	266.4078598022461	34	-22.798705992782512	37.384205728273834	85.12838505758236	-112.91506426431359	151.0	0.0	20083	702905
-0.21743771	273.6640648841858	35	-27.64960282094234	37.335420093007514	88.02397316922469	-129.38411259062775	151.0	0.0	20083	722988
-0.24073732	280.924072265625	36	-24.20601524160656	35.22044037679771	136.55567461274006	-110.53531364197278	151.0	0.0	20083	743071
-0.2224798	288.15914702415466	37	-20.614026096133184	37.396705741032974	100.12115967088681	-138.23286886940494	151.0	0.0	20083	763154
-0.20866457	295.38113951683044	38	-18.663688327960767	31.854576597285842	80.43767090476236	-103.41066420658149	151.0	0.0	20083	783237
-0.19438724	302.64190649986267	39	-21.489435055627002	32.98348133400392	71.25293435586678	-124.4030705222442	151.0	0.0	20083	803320
-0.21870223	309.9352707862854	40	-22.830774593867538	33.42908860086444	66.32393093303635	-107.46837272902837	151.0	0.0	20083	823403
-0.18614548	317.1899664402008	41	-18.0268422086902	34.40310483554906	76.56214427931667	-114.88594856444628	151.0	0.0	20083	843486
-0.19245607	324.4811544418335	42	-16.451373930285097	38.03066784935197	86.63083212622246	-102.17428965376945	151.0	0.0	20083	863569
-0.21896091	331.7089014053345	43	-17.90201775608677	35.215685434710316	74.37309651946755	-109.1360077383624	151.0	0.0	20083	883652
-0.22635448	338.9240083694458	44	-18.889595647175426	30.090471871290802	61.80420271641706	-90.93914946921046	151.0	0.0	20083	903735
-0.21374328	346.16545057296753	45	-15.286899187346249	33.8560484107088	75.88912005405396	-98.01832190464344	151.0	0.0	20083	923818
-0.16580722	353.4246356487274	46	-18.573350631527294	33.405761140188986	86.13398311437359	-107.50202820942019	151.0	0.0	20083	943901
