OptCost	Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
-0.7237583	24.75448179244995	0	-76.67255301088917	49.97082656737604	102.25361949389622	-205.27080344979612	151.0	0.0	30049	30049
-0.8800719	39.93160796165466	1	-58.65823599539969	55.15666240802075	92.69817002005865	-227.10610724792562	151.0	0.0	30049	60098
-0.42958385	52.01717734336853	2	-62.063915705067	44.10826594579958	71.46197481242078	-196.7052687798273	151.0	0.0	30049	90147
-0.59470755	64.0095887184143	3	-25.81475305687074	47.04315078924626	68.96390095451005	-154.08752757585052	151.0	0.0	30049	120196
-0.27290615	74.81679344177246	4	-39.56241714672622	43.203719423884266	96.5491311741826	-127.15929127725559	151.0	0.0	30049	150245
-0.37874296	85.65757775306702	5	-42.695660929656945	39.17505669602897	75.42290129395688	-145.10376032045517	151.0	0.0	30049	180294
-0.36872652	97.59261345863342	6	-37.83720894960885	41.26426289193756	97.67492252657584	-131.98099019179094	151.0	0.0	30049	210343
-0.3947557	108.53927230834961	7	-25.6258495680521	51.530548057070945	108.11021939212837	-186.18407181722813	151.0	0.0	30049	240392
-0.2434203	119.89044499397278	8	-4.373321896518196	53.032029267156794	123.88883048841295	-128.31146933447704	151.0	0.0	30049	270441
-0.14099371	131.1873083114624	9	-4.179286392345567	53.20540663683651	138.63620218831886	-135.41722890015512	151.0	0.0	30049	300490
-0.1930766	142.01270580291748	10	1.2237866372150668	43.520835042353006	130.7106475744306	-123.35287356899174	151.0	0.0	30049	330539
-0.15125196	153.0332019329071	11	-3.1314854510127605	40.39693944340167	108.17976115542788	-113.53274915790395	151.0	0.0	30049	360588
-0.16997485	163.97392582893372	12	-8.552284624042676	33.4379470503288	91.34189198915372	-84.60403542464172	151.0	0.0	30049	390637
-0.13879828	174.93131637573242	13	-8.654849783497871	27.66144681130693	101.791431254929	-94.34800709182258	151.0	0.0	30049	420686
-0.09430523	185.89106917381287	14	-11.280755579089586	23.350768882784696	50.36077124029515	-96.8217422000713	151.0	0.0	30049	450735
-0.15174468	196.85871124267578	15	-6.799751472871321	23.8468437141493	65.40914460822866	-74.06736548964739	151.0	0.0	30049	480784
-0.15332487	207.90957641601562	16	-3.0772809178928693	26.58312175014109	83.11115657479871	-67.52508694240618	151.0	0.0	30049	510833
-0.09449949	218.92651224136353	17	10.009667899577893	27.795153525818876	94.41573565010265	-45.78506115376082	151.0	0.0	30049	540882
-0.07757369	229.91042137145996	18	6.918644948458014	24.470944000391377	82.73108775789714	-69.472531670374	151.0	0.0	30049	570931
-0.094246715	240.89363145828247	19	5.79670248641916	25.094726166056727	72.56834215833504	-66.41845726368815	151.0	0.0	30049	600980
-0.11809154	251.9340009689331	20	3.5087943683941463	22.650310797784442	98.11283816240706	-48.113737250748294	151.0	0.0	30049	631029
-0.044199146	262.966103553772	21	4.002452593932089	20.181970353444115	59.888760057842134	-60.99826674713235	151.0	0.0	30049	661078
0.0070665604	274.0068726539612	22	1.4478440662042713	20.24081489532004	72.55142070866927	-93.51376916773452	151.0	0.0	30049	691127
-0.030452102	285.0996518135071	23	0.19814540289934407	16.050158235330642	45.138689561260264	-55.60828893267153	151.0	0.0	30049	721176
-0.05922934	296.2848424911499	24	-0.9066322899889995	14.3811739547001	44.73762294765134	-52.231132269666574	151.0	0.0	30049	751225
-0.06852879	307.5039110183716	25	-3.5363642343593122	16.916909494205036	36.81639018085331	-66.9603780867472	151.0	0.0	30049	781274
-0.089235395	318.64604330062866	26	-13.624961499939696	19.553454851010333	25.816361475355027	-93.90667848655718	151.0	0.0	30049	811323
-0.074549735	329.5836443901062	27	-34.05883649944613	27.0431641785134	37.92108023741055	-118.98817775826082	151.0	0.0	30049	841372
