preOptCost	postOptCost	Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
7.7097836	7.6523347	1.4495775699615479	0	18.0	7.372729674763809	40.0	9.0	18.0	7.372729674763809	1008	1008
9.619547	9.529795	1.6805365085601807	1	20.489795918367346	11.060358426822308	77.0	10.0	20.489795918367346	11.060358426822308	1004	2012
10.858906	10.77714	1.8791673183441162	2	23.558139534883722	12.609155635529094	59.0	9.0	23.558139534883722	12.609155635529094	1013	3025
9.544735	9.477303	2.1057755947113037	3	22.511111111111113	9.790295018190712	62.0	12.0	22.511111111111113	9.790295018190712	1013	4038
12.004963	11.945342	2.3138880729675293	4	25.743589743589745	14.89573669642175	85.0	11.0	25.743589743589745	14.89573669642175	1004	5042
12.427341	12.3764305	2.5223488807678223	5	29.457142857142856	13.67864416243251	81.0	12.0	29.457142857142856	13.67864416243251	1031	6073
14.393927	14.3075695	2.7161524295806885	6	32.54838709677419	17.75248952950874	79.0	11.0	32.54838709677419	17.75248952950874	1009	7082
13.186562	13.131594	2.9157721996307373	7	31.3125	15.283646284509466	71.0	11.0	31.3125	15.283646284509466	1002	8084
14.0197935	13.959762	3.1172544956207275	8	34.43333333333333	16.04926443451191	71.0	14.0	34.43333333333333	16.04926443451191	1033	9117
13.378613	13.353004	3.3222920894622803	9	32.354838709677416	15.251754816216572	81.0	13.0	32.354838709677416	15.251754816216572	1003	10120
17.994926	17.93449	3.525244951248169	10	48.19047619047619	18.245988594023693	83.0	17.0	48.19047619047619	18.245988594023693	1012	11132
13.014813	12.999886	3.7279131412506104	11	35.48275862068966	11.78140173632877	62.0	13.0	35.48275862068966	11.78140173632877	1029	12161
16.537642	16.494331	3.940861701965332	12	44.291666666666664	17.66465200776838	81.0	13.0	44.291666666666664	17.66465200776838	1063	13224
16.964792	16.915634	4.1466124057769775	13	41.48	22.063762145200897	124.0	16.0	41.48	22.063762145200897	1037	14261
18.166204	18.145452	4.352434873580933	14	50.25	18.204051746795272	101.0	30.0	50.25	18.204051746795272	1005	15266
15.698182	15.6777525	4.54825496673584	15	40.24	18.789954763117443	81.0	17.0	40.24	18.789954763117443	1006	16272
16.670633	16.674145	4.754605293273926	16	43.625	19.106745100443803	92.0	15.0	43.625	19.106745100443803	1047	17319
19.075468	19.079672	4.957377195358276	17	49.095238095238095	23.260235354631185	106.0	10.0	49.095238095238095	23.260235354631185	1031	18350
15.987532	15.970636	5.17628812789917	18	44.73913043478261	17.09364842961153	91.0	17.0	44.73913043478261	17.09364842961153	1029	19379
17.625809	17.61262	5.377187490463257	19	50.6	17.26093856080833	87.0	27.0	50.6	17.26093856080833	1012	20391
18.269806	18.248463	8.603879690170288	20	52.78947368421053	18.254282691059018	94.0	30.0	52.78947368421053	18.254282691059018	1003	21394
19.25122	19.231209	8.825499534606934	21	54.7	21.05492816420897	117.0	32.0	54.7	21.05492816420897	1094	22488
19.917961	19.912498	9.032399892807007	22	54.473684210526315	22.39212366471895	115.0	18.0	54.473684210526315	22.39212366471895	1035	23523
23.982906	23.913027	9.252620220184326	23	58.578947368421055	34.4785452579208	163.0	23.0	58.578947368421055	34.4785452579208	1113	24636
28.907568	28.802868	9.45628023147583	24	73.64285714285714	42.83957973459514	200.0	19.0	73.64285714285714	42.83957973459514	1031	25667
18.430489	18.4253	9.656488418579102	25	53.73684210526316	18.9260113552004	91.0	22.0	53.73684210526316	18.9260113552004	1021	26688
18.32577	18.31526	9.857289791107178	26	54.473684210526315	17.833641836804812	93.0	27.0	54.473684210526315	17.833641836804812	1035	27723
19.174385	19.16291	10.05876636505127	27	53.26315789473684	23.827984664792687	101.0	21.0	53.26315789473684	23.827984664792687	1012	28735
18.961437	18.944805	10.257841110229492	28	56.5	20.79062288629179	105.0	26.0	56.5	20.79062288629179	1017	29752
21.34108	21.314009	10.456403493881226	29	59.705882352941174	26.175346968614107	136.0	26.0	59.705882352941174	26.175346968614107	1015	30767
28.278088	28.18451	10.661461353302002	30	73.71428571428571	39.29272664688643	189.0	30.0	73.71428571428571	39.29272664688643	1032	31799
22.82037	22.820549	10.867297649383545	31	63.8125	28.805856066952774	159.0	25.0	63.8125	28.805856066952774	1021	32820
27.871767	27.862848	11.070455074310303	32	71.92857142857143	41.650697620146744	175.0	32.0	71.92857142857143	41.650697620146744	1007	33827
22.382057	22.380014	11.280171871185303	33	65.6875	25.711667463429905	149.0	37.0	65.6875	25.711667463429905	1051	34878
22.01665	21.990122	11.476422309875488	34	67.46666666666667	23.98295691156998	119.0	39.0	67.46666666666667	23.98295691156998	1012	35890
20.265484	20.258472	11.69544506072998	35	64.52941176470588	18.21801838212999	99.0	29.0	64.52941176470588	18.21801838212999	1097	36987
19.978685	19.937113	11.905697584152222	36	63.1764705882353	20.437092270781307	96.0	33.0	63.1764705882353	20.437092270781307	1074	38061
25.95567	25.925747	12.105947494506836	37	77.0	30.379649058589813	142.0	46.0	77.0	30.379649058589813	1001	39062
24.495094	24.47678	12.332226753234863	38	74.4	27.21470190907848	126.0	36.0	74.4	27.21470190907848	1116	40178
25.07734	25.058537	12.546338558197021	39	76.78571428571429	24.951892488857638	122.0	34.0	76.78571428571429	24.951892488857638	1075	41253
27.853075	27.815699	17.244210958480835	40	84.66666666666667	34.864818306647685	179.0	42.0	84.66666666666667	34.864818306647685	1016	42269
24.04133	24.015	17.45253825187683	41	77.28571428571429	19.473163113183567	110.0	46.0	77.28571428571429	19.473163113183567	1082	43351
26.243937	26.208141	17.658331155776978	42	84.75	27.45943978549696	149.0	60.0	84.75	27.45943978549696	1017	44368
29.44618	29.40361	17.859861612319946	43	92.27272727272727	32.71110711861676	149.0	45.0	92.27272727272727	32.71110711861676	1015	45383
24.680243	24.664017	18.066827058792114	44	82.61538461538461	18.80482123752172	118.0	57.0	82.61538461538461	18.80482123752172	1074	46457
35.976646	35.895836	18.27646040916443	45	116.66666666666667	35.12833614050059	156.0	59.0	116.66666666666667	35.12833614050059	1050	47507
30.315617	30.26462	18.484382152557373	46	88.5	37.6618728512891	186.0	54.0	88.5	37.6618728512891	1062	48569
36.179672	36.143787	18.70060443878174	47	107.6	44.864685444121854	200.0	59.0	107.6	44.864685444121854	1076	49645
31.989985	31.986893	18.937049388885498	48	99.58333333333333	39.08848580109265	196.0	43.0	99.58333333333333	39.08848580109265	1195	50840
36.090397	36.054092	19.145025968551636	49	113.66666666666667	40.721274810867875	166.0	33.0	113.66666666666667	40.721274810867875	1023	51863
31.155886	31.116163	19.36538863182068	50	102.6	30.535880534217448	146.0	52.0	102.6	30.535880534217448	1026	52889
36.802643	36.697502	19.57375454902649	51	113.66666666666667	41.24452825661982	200.0	58.0	113.66666666666667	41.24452825661982	1023	53912
41.25537	41.282677	19.76857590675354	52	126.125	48.24271318033429	200.0	66.0	126.125	48.24271318033429	1009	54921
41.76682	41.69286	19.97376298904419	53	143.42857142857142	30.565419970273332	200.0	108.0	143.42857142857142	30.565419970273332	1004	55925
40.185146	40.118916	20.198238849639893	54	136.625	27.608592412508102	168.0	91.0	136.625	27.608592412508102	1093	57018
53.159172	53.13015	20.41279649734497	55	186.5	16.26601774661928	200.0	159.0	186.5	16.26601774661928	1119	58137
50.56428	50.520123	20.62619185447693	56	176.33333333333334	29.769484749021476	200.0	113.0	176.33333333333334	29.769484749021476	1058	59195
49.158337	49.21296	20.84234380722046	57	157.57142857142858	47.040581698471925	200.0	60.0	157.57142857142858	47.040581698471925	1103	60298
49.80049	49.795914	21.05078411102295	58	173.16666666666666	30.61816817221798	200.0	120.0	173.16666666666666	30.61816817221798	1039	61337
52.238457	52.254246	21.26250910758972	59	182.83333333333334	14.123463534920258	200.0	164.0	182.83333333333334	14.123463534920258	1097	62434
52.94926	52.8843	32.44645881652832	60	190.16666666666666	19.428644374279493	200.0	147.0	190.16666666666666	19.428644374279493	1141	63575
57.321373	57.28761	32.68276023864746	61	200.0	0.0	200.0	200.0	200.0	0.0	1200	64775
56.893105	56.8874	32.92124652862549	62	200.0	0.0	200.0	200.0	200.0	0.0	1200	65975
57.875168	57.83229	33.15304636955261	63	200.0	0.0	200.0	200.0	200.0	0.0	1200	67175
53.64618	53.65049	33.38558483123779	64	192.5	16.77050983124842	200.0	155.0	192.5	16.77050983124842	1155	68330
48.76888	48.608067	33.59704947471619	65	160.42857142857142	45.86270549261175	200.0	102.0	160.42857142857142	45.86270549261175	1123	69453
53.67511	53.56854	33.82361888885498	66	191.5	19.00657780874821	200.0	149.0	191.5	19.00657780874821	1149	70602
55.72774	55.783405	34.04546761512756	67	185.33333333333334	32.79566366999691	200.0	112.0	185.33333333333334	32.79566366999691	1112	71714
54.83392	54.83464	34.25976800918579	68	184.33333333333334	35.031731647496706	200.0	106.0	184.33333333333334	35.031731647496706	1106	72820
55.556854	55.55279	34.49151015281677	69	200.0	0.0	200.0	200.0	200.0	0.0	1200	74020
53.09981	53.040077	34.70277214050293	70	182.33333333333334	39.503867602496285	200.0	94.0	182.33333333333334	39.503867602496285	1094	75114
57.055214	57.05879	34.93419313430786	71	200.0	0.0	200.0	200.0	200.0	0.0	1200	76314
57.904663	57.85543	35.17035174369812	72	200.0	0.0	200.0	200.0	200.0	0.0	1200	77514
53.998463	54.00194	35.39112687110901	73	189.0	24.596747752497688	200.0	134.0	189.0	24.596747752497688	1134	78648
56.078438	56.0782	35.62644362449646	74	200.0	0.0	200.0	200.0	200.0	0.0	1200	79848
56.03865	56.016068	35.86217188835144	75	200.0	0.0	200.0	200.0	200.0	0.0	1200	81048
56.289894	56.20868	36.10623550415039	76	200.0	0.0	200.0	200.0	200.0	0.0	1200	82248
56.53475	56.539207	36.33977484703064	77	192.0	17.88854381999832	200.0	152.0	192.0	17.88854381999832	1152	83400
56.816074	56.78233	36.57987332344055	78	200.0	0.0	200.0	200.0	200.0	0.0	1200	84600
55.99919	55.874973	36.80547261238098	79	200.0	0.0	200.0	200.0	200.0	0.0	1200	85800
56.68711	56.67591	48.01955795288086	80	200.0	0.0	200.0	200.0	200.0	0.0	1200	87000
56.871857	56.892345	48.25241708755493	81	200.0	0.0	200.0	200.0	200.0	0.0	1200	88200
54.658543	54.565807	48.467808961868286	82	189.83333333333334	22.73335777124786	200.0	139.0	189.83333333333334	22.73335777124786	1139	89339
57.612377	57.645794	48.70678114891052	83	200.0	0.0	200.0	200.0	200.0	0.0	1200	90539
56.002277	55.99016	48.96092367172241	84	200.0	0.0	200.0	200.0	200.0	0.0	1200	91739
53.766247	53.755512	49.169947385787964	85	177.0	40.91861841916627	200.0	88.0	177.0	40.91861841916627	1062	92801
55.901024	55.87793	49.40934991836548	86	200.0	0.0	200.0	200.0	200.0	0.0	1200	94001
55.511105	55.50053	49.623016119003296	87	184.16666666666666	35.40440964374667	200.0	105.0	184.16666666666666	35.40440964374667	1105	95106
54.572002	54.53703	49.85364103317261	88	195.16666666666666	10.807661891248983	200.0	171.0	195.16666666666666	10.807661891248983	1171	96277
53.690865	53.698833	50.06625509262085	89	183.33333333333334	37.26779962499649	200.0	100.0	183.33333333333334	37.26779962499649	1100	97377
55.662643	55.6051	50.30352568626404	90	200.0	0.0	200.0	200.0	200.0	0.0	1200	98577
54.13956	54.146996	50.523865938186646	91	182.33333333333334	39.503867602496285	200.0	94.0	182.33333333333334	39.503867602496285	1094	99671
57.05091	57.02586	50.75232744216919	92	200.0	0.0	200.0	200.0	200.0	0.0	1200	100871
56.570385	56.582436	50.98735690116882	93	200.0	0.0	200.0	200.0	200.0	0.0	1200	102071
56.386757	56.377514	51.225330114364624	94	200.0	0.0	200.0	200.0	200.0	0.0	1200	103271
56.796265	56.743835	51.455157995224	95	200.0	0.0	200.0	200.0	200.0	0.0	1200	104471
55.904022	55.9111	51.69026494026184	96	200.0	0.0	200.0	200.0	200.0	0.0	1200	105671
56.907944	56.888775	51.926767110824585	97	200.0	0.0	200.0	200.0	200.0	0.0	1200	106871
56.39688	56.33944	52.1591317653656	98	200.0	0.0	200.0	200.0	200.0	0.0	1200	108071
54.40543	54.409225	52.3735728263855	99	184.16666666666666	28.846817656179834	200.0	121.0	184.16666666666666	28.846817656179834	1105	109176
