preOptCost	postOptCost	Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
15.573451	15.579008	0.40165281295776367	0	18.69090909090909	8.442043542505198	43.0	8.0	18.69090909090909	8.442043542505198	1028	1028
16.304462	16.250652	0.6349797248840332	1	19.384615384615383	8.961786064588667	44.0	9.0	19.384615384615383	8.961786064588667	1008	2036
23.04205	23.043327	0.8533470630645752	2	24.232558139534884	14.847812789051215	80.0	10.0	24.232558139534884	14.847812789051215	1042	3078
19.883024	19.82565	1.0662977695465088	3	20.9375	13.023066475168845	69.0	9.0	20.9375	13.023066475168845	1005	4083
19.307331	19.258373	1.2687177658081055	4	22.355555555555554	11.520330928031454	75.0	9.0	22.355555555555554	11.520330928031454	1006	5089
24.710634	24.66976	1.4858694076538086	5	27.783783783783782	15.528761693613383	69.0	9.0	27.783783783783782	15.528761693613383	1028	6117
27.690853	27.659344	1.6849167346954346	6	32.67741935483871	16.791678232279214	68.0	11.0	32.67741935483871	16.791678232279214	1013	7130
33.63883	33.474133	1.8908827304840088	7	36.82142857142857	22.57377361235912	90.0	10.0	36.82142857142857	22.57377361235912	1031	8161
26.771935	26.665129	2.0965452194213867	8	32.516129032258064	16.10824466867608	75.0	10.0	32.516129032258064	16.10824466867608	1008	9169
32.52504	32.505535	2.3284149169921875	9	38.10344827586207	20.97181166854971	106.0	15.0	38.10344827586207	20.97181166854971	1105	10274
29.24667	29.16952	2.5417861938476562	10	38.18518518518518	16.499241367603762	74.0	15.0	38.18518518518518	16.499241367603762	1031	11305
31.728085	31.664106	2.7462804317474365	11	40.16	19.311509521526276	79.0	10.0	40.16	19.311509521526276	1004	12309
33.120445	33.09582	2.956270933151245	12	44.95652173913044	17.615403982506862	88.0	20.0	44.95652173913044	17.615403982506862	1034	13343
33.317547	33.3291	3.1645350456237793	13	45.86363636363637	16.947232154129193	93.0	16.0	45.86363636363637	16.947232154129193	1009	14352
32.42862	32.43593	3.383707284927368	14	43.708333333333336	18.22424933677349	85.0	18.0	43.708333333333336	18.22424933677349	1049	15401
32.873646	32.822315	3.5857737064361572	15	45.86363636363637	16.76385574693758	89.0	21.0	45.86363636363637	16.76385574693758	1009	16410
32.60689	32.641888	3.7965853214263916	16	42.125	19.29445624179823	101.0	22.0	42.125	19.29445624179823	1011	17421
