CostPreOpt	CostPostOpt	Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
20.80451	20.63883	0.4148213863372803	0	24.73170731707317	11.78056355073361	61.0	10.0	24.73170731707317	11.78056355073361	1014	1014
28.83601	28.47899	0.6621181964874268	1	28.914285714285715	20.046191556461977	88.0	11.0	28.914285714285715	20.046191556461977	1012	2026
28.640247	28.529768	0.8845489025115967	2	34.93103448275862	17.0818133465305	71.0	16.0	34.93103448275862	17.0818133465305	1013	3039
46.599087	46.558857	1.1180269718170166	3	48.36363636363637	33.72555741778771	152.0	14.0	48.36363636363637	33.72555741778771	1064	4103
51.160393	50.99107	1.3512067794799805	4	55.4	37.11792020035605	159.0	19.0	55.4	37.11792020035605	1108	5211
51.053566	50.88603	1.589456558227539	5	64.82352941176471	32.50743859509452	152.0	22.0	64.82352941176471	32.50743859509452	1102	6313
54.97637	54.773376	1.8146202564239502	6	70.93333333333334	35.34867591422469	123.0	20.0	70.93333333333334	35.34867591422469	1064	7377
66.251724	65.99394	2.044283866882324	7	98.81818181818181	30.31296806744353	152.0	61.0	98.81818181818181	30.31296806744353	1087	8464
69.93146	69.77836	2.268482208251953	8	101.1	39.274546464599695	166.0	44.0	101.1	39.274546464599695	1011	9475
64.90141	64.79873	2.493131160736084	9	94.36363636363636	32.91938563237812	149.0	29.0	94.36363636363636	32.91938563237812	1038	10513
72.282974	72.0425	2.707273244857788	10	101.8	41.97570726027139	182.0	44.0	101.8	41.97570726027139	1018	11531
75.19908	74.88859	2.9303739070892334	11	119.33333333333333	24.67117075995111	165.0	85.0	119.33333333333333	24.67117075995111	1074	12605
73.736	73.37088	3.176974058151245	12	115.2	28.56501356554903	154.0	76.0	115.2	28.56501356554903	1152	13757
85.1385	84.9344	3.4043638706207275	13	131.125	35.193882636049125	200.0	99.0	131.125	35.193882636049125	1049	14806
86.840836	86.71026	3.651398181915283	14	126.0	48.03933573414372	194.0	64.0	126.0	48.03933573414372	1134	15940
