CostPreOpt	CostPostOpt	Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
19.184961	19.113459	0.3793609142303467	0	22.065217391304348	11.132408962150425	49.0	10.0	22.065217391304348	11.132408962150425	1015	1015
20.894096	20.773176	0.6080920696258545	1	24.878048780487806	11.586777834367341	61.0	9.0	24.878048780487806	11.586777834367341	1020	2035
22.276875	22.22168	0.8348896503448486	2	26.333333333333332	12.682176738935901	61.0	9.0	26.333333333333332	12.682176738935901	1027	3062
23.424225	23.337015	1.0314466953277588	3	27.216216216216218	13.959662226098597	81.0	12.0	27.216216216216218	13.959662226098597	1007	4069
33.117294	33.041004	1.239241123199463	4	35.0	22.224559264083474	89.0	10.0	35.0	22.224559264083474	1015	5084
26.009357	26.016594	1.4521851539611816	5	29.285714285714285	16.385658238788192	97.0	12.0	29.285714285714285	16.385658238788192	1025	6109
30.239693	30.239613	1.6679279804229736	6	37.851851851851855	16.950262105924306	97.0	15.0	37.851851851851855	16.950262105924306	1022	7131
41.11909	40.987835	1.874542474746704	7	46.0	27.90731412762937	109.0	14.0	46.0	27.90731412762937	1012	8143
40.047363	39.94673	2.08032488822937	8	44.47826086956522	27.368451474386713	109.0	13.0	44.47826086956522	27.368451474386713	1023	9166
37.760788	37.67829	2.2902891635894775	9	42.916666666666664	25.93568434073453	118.0	14.0	42.916666666666664	25.93568434073453	1030	10196
45.025257	44.998596	2.4961812496185303	10	54.36842105263158	28.8283678387065	110.0	15.0	54.36842105263158	28.8283678387065	1033	11229
33.678047	33.63077	2.7094428539276123	11	42.958333333333336	20.2843929468501	95.0	15.0	42.958333333333336	20.2843929468501	1031	12260
40.14656	40.141926	2.9057934284210205	12	48.0	26.604689883731474	100.0	11.0	48.0	26.604689883731474	1008	13268
46.77983	46.749474	3.1197407245635986	13	57.666666666666664	30.20669535789118	139.0	19.0	57.666666666666664	30.20669535789118	1038	14306
41.84653	41.829453	3.3270249366760254	14	55.0	24.34186344118859	114.0	17.0	55.0	24.34186344118859	1045	15351
41.3433	41.30888	3.548177719116211	15	54.26315789473684	25.50715504419796	102.0	18.0	54.26315789473684	25.50715504419796	1031	16382
49.50832	49.441833	3.76041579246521	16	59.888888888888886	32.90202440392602	143.0	13.0	59.888888888888886	32.90202440392602	1078	17460
46.19917	46.140152	3.974034070968628	17	61.64705882352941	28.705279646517553	119.0	20.0	61.64705882352941	28.705279646517553	1048	18508
55.624752	55.576534	4.181932210922241	18	61.76470588235294	41.56996853182624	200.0	23.0	61.76470588235294	41.56996853182624	1050	19558
45.946083	45.940285	4.399672508239746	19	64.75	24.825641985656684	110.0	29.0	64.75	24.825641985656684	1036	20594
72.84617	72.729454	4.604875802993774	20	95.63636363636364	45.72302528619814	168.0	13.0	95.63636363636364	45.72302528619814	1052	21646
46.91643	46.87762	4.82385516166687	21	66.5625	24.42582841481533	103.0	29.0	66.5625	24.42582841481533	1065	22711
60.08392	60.063496	5.037652254104614	22	77.0	38.37409840727764	169.0	30.0	77.0	38.37409840727764	1078	23789
52.34391	52.331547	5.255292177200317	23	73.85714285714286	28.794486433683648	129.0	32.0	73.85714285714286	28.794486433683648	1034	24823
60.49424	60.399536	5.490965366363525	24	78.15384615384616	39.109011658432486	153.0	25.0	78.15384615384616	39.109011658432486	1016	25839
68.68154	68.62262	5.710894823074341	25	81.84615384615384	50.69038166062087	200.0	33.0	81.84615384615384	50.69038166062087	1064	26903
70.1231	69.98454	5.930630683898926	26	95.81818181818181	40.63992256125895	168.0	32.0	95.81818181818181	40.63992256125895	1054	27957
63.79345	63.53733	6.129145622253418	27	85.75	37.48360752826938	136.0	19.0	85.75	37.48360752826938	1029	28986
86.50128	86.38933	6.337092638015747	28	113.88888888888889	54.81776768823214	192.0	25.0	113.88888888888889	54.81776768823214	1025	30011
85.83113	85.72163	6.535792827606201	29	101.4	62.18392075126817	200.0	32.0	101.4	62.18392075126817	1014	31025
74.63809	74.54348	6.74925684928894	30	115.11111111111111	24.492377247010477	146.0	72.0	115.11111111111111	24.492377247010477	1036	32061
82.66977	82.78291	6.966955900192261	31	93.83333333333333	62.17024118409779	200.0	16.0	93.83333333333333	62.17024118409779	1126	33187
60.417168	60.40828	7.176661491394043	32	84.58333333333333	33.643866041556855	135.0	17.0	84.58333333333333	33.643866041556855	1015	34202
85.21939	85.324005	7.409214019775391	33	106.72727272727273	57.22061120878942	200.0	51.0	106.72727272727273	57.22061120878942	1174	35376
