Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
1.1969115734100342	0	4.936619718309859	1.7288553109996658	15.0	3.0	4.936619718309859	1.7288553109996658	701	701
1.5921177864074707	1	5.131386861313868	1.9437998689757892	16.0	3.0	5.131386861313868	1.9437998689757892	703	1404
1.8413174152374268	2	5.441860465116279	2.045630536193556	12.0	3.0	5.441860465116279	2.045630536193556	702	2106
2.098363161087036	3	5.8347107438016526	2.40298405203767	15.0	3.0	5.8347107438016526	2.40298405203767	706	2812
2.34744930267334	4	5.890756302521009	3.0999862183656424	27.0	3.0	5.890756302521009	3.0999862183656424	701	3513
2.603515386581421	5	5.661290322580645	2.4720603160188834	15.0	3.0	5.661290322580645	2.4720603160188834	702	4215
2.8443219661712646	6	6.440366972477064	3.1431626469154006	19.0	3.0	6.440366972477064	3.1431626469154006	702	4917
3.0957417488098145	7	6.068965517241379	2.911700942425455	20.0	3.0	6.068965517241379	2.911700942425455	704	5621
3.3396475315093994	8	6.564814814814815	3.0008429314177345	21.0	3.0	6.564814814814815	3.0008429314177345	709	6330
3.5890860557556152	9	6.458715596330276	3.1782867408696696	24.0	3.0	6.458715596330276	3.1782867408696696	704	7034
3.8215079307556152	10	7.898876404494382	4.514757185652215	27.0	3.0	7.898876404494382	4.514757185652215	703	7737
4.064091682434082	11	7.48936170212766	3.5781389458739703	24.0	3.0	7.48936170212766	3.5781389458739703	704	8441
4.296270132064819	12	8.011363636363637	4.326173824371564	25.0	3.0	8.011363636363637	4.326173824371564	705	9146
4.543625593185425	13	7.02970297029703	3.8084207000546875	23.0	3.0	7.02970297029703	3.8084207000546875	710	9856
4.786856174468994	14	8.703703703703704	4.782799542920868	26.0	4.0	8.703703703703704	4.782799542920868	705	10561
5.022036790847778	15	8.609756097560975	4.697576171998823	26.0	3.0	8.609756097560975	4.697576171998823	706	11267
5.240545034408569	16	9.873239436619718	4.693206290021596	30.0	4.0	9.873239436619718	4.693206290021596	701	11968
5.45900297164917	17	11.508196721311476	7.3096005829738875	39.0	3.0	11.508196721311476	7.3096005829738875	702	12670
5.683300971984863	18	12.589285714285714	10.132650171095216	42.0	4.0	12.589285714285714	10.132650171095216	705	13375
5.902138710021973	19	12.696428571428571	8.514524655084442	41.0	3.0	12.696428571428571	8.514524655084442	711	14086
6.1244213581085205	20	14.08	8.019576048644966	33.0	3.0	14.08	8.019576048644966	704	14790
6.340500831604004	21	14.489795918367347	8.015603275906189	36.0	5.0	14.489795918367347	8.015603275906189	710	15500
6.557398080825806	22	19.694444444444443	12.801517801600378	55.0	5.0	19.694444444444443	12.801517801600378	709	16209
6.765462636947632	23	16.372093023255815	11.843992208423947	53.0	4.0	16.372093023255815	11.843992208423947	704	16913
