OptCost	Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
-1.1219916	1.2053792476654053	0	-539.7894123905426	69.82527817199941	-425.9946657038895	-623.1272388990292	151.0	0.0	755	755
-0.8810306	1.5988166332244873	1	-544.6185247247614	66.51875553168526	-466.2807919862262	-651.3980178364153	151.0	0.0	755	1510
-1.2464103	1.858149528503418	2	-582.7304148917358	68.4124919769842	-506.95305385716125	-673.5383048341237	151.0	0.0	755	2265
-0.93488437	2.1186094284057617	3	-504.9025162339423	69.43051124209339	-419.47570820762735	-591.7836824603442	151.0	0.0	755	3020
-0.87441623	2.378296375274658	4	-493.4502877577717	71.43789333758069	-406.73538686551353	-609.7102066938344	151.0	0.0	755	3775
-1.1196638	2.6417384147644043	5	-579.828127062319	46.56090284833135	-523.5288513599655	-633.860966922532	151.0	0.0	755	4530
-0.91544926	2.901914119720459	6	-451.6660765641447	84.51066422284293	-347.77944120960865	-602.0404751467272	151.0	0.0	755	5285
-1.0663835	3.1683290004730225	7	-526.8725020304207	114.13989994666989	-374.3108707263354	-651.4324122239	151.0	0.0	755	6040
-1.1557587	3.4308278560638428	8	-467.14888699198656	53.95379048241965	-379.9764059158158	-522.3338778596726	151.0	0.0	755	6795
-0.63206017	3.695551872253418	9	-421.0039280968743	122.47599503260876	-221.3278839248556	-568.5797096023215	151.0	0.0	755	7550
-1.2439882	3.968867778778076	10	-496.08248487566436	91.53569874009808	-367.42938703452785	-634.6024902812944	151.0	0.0	755	8305
-1.1160235	4.232118368148804	11	-548.6187694453986	110.51929729572214	-371.0391117535371	-714.4772728029175	151.0	0.0	755	9060
-0.92790276	4.499840974807739	12	-472.80128374134773	42.44648122373748	-419.92675194076094	-548.2311266629652	151.0	0.0	755	9815
-1.0936087	4.761559963226318	13	-503.2206471344049	34.27672891574963	-435.6569800848612	-529.0499708027257	151.0	0.0	755	10570
-0.93601686	5.021817684173584	14	-478.3956767149787	61.72944510063542	-401.7123001359071	-590.2860965091627	151.0	0.0	755	11325
-1.1558957	5.288009166717529	15	-498.2573189397514	75.10411891971027	-403.1962309912041	-632.0714822023824	151.0	0.0	755	12080
-0.8846881	5.5544233322143555	16	-390.85256636626127	54.08453173125262	-314.5506876087031	-466.0750583605794	151.0	0.0	755	12835
-0.8026677	5.8166749477386475	17	-463.4315637199484	36.75021961619569	-428.60187762388426	-526.9305845930082	151.0	0.0	755	13590
-1.2008722	6.078845739364624	18	-440.92200148635277	21.30797184597997	-423.7877166473055	-481.9174866057027	151.0	0.0	755	14345
-0.9812904	6.342338800430298	19	-417.6613657402402	86.55236438307882	-253.02840112923224	-489.45801953516866	151.0	0.0	755	15100
-1.3254361	6.605088472366333	20	-406.81906053343965	81.55656949344142	-271.9554925824557	-504.5635970408603	151.0	0.0	755	15855
-0.7972666	6.872305870056152	21	-341.0889653751797	96.06109761452245	-191.38494959725608	-483.1475479966109	151.0	0.0	755	16610
-1.0601268	7.142676830291748	22	-407.57804322589413	39.65788798748487	-349.5912338102766	-457.21491453584133	151.0	0.0	755	17365
-1.2555659	7.427640676498413	23	-447.8363901990339	71.3501011619431	-359.85121256751967	-560.5967784291913	151.0	0.0	755	18120
-1.1401798	7.718350172042847	24	-437.47661636460754	112.501061445894	-315.34576458926625	-645.425689280401	151.0	0.0	755	18875
-0.8663425	7.9853692054748535	25	-435.7675777943966	47.85951880564337	-357.0056346300097	-507.34057860844155	151.0	0.0	755	19630
-0.88586694	8.273670673370361	26	-460.3127123316629	85.2317989828287	-348.7863074516539	-565.5556918857931	151.0	0.0	755	20385
-0.6715066	8.552530765533447	27	-340.929969546736	135.1526948931606	-122.5825513537848	-498.7180943871275	151.0	0.0	755	21140
-0.886208	8.848668098449707	28	-432.7044456492029	37.648469366626024	-369.87538694942174	-480.1899639566685	151.0	0.0	755	21895
-0.97205997	9.117162466049194	29	-421.4574462052293	42.93291991099803	-364.5223830673269	-483.098119803788	151.0	0.0	755	22650
-0.9831076	9.380592346191406	30	-404.04577322786815	65.87491505555712	-301.164975767211	-481.7083002561683	151.0	0.0	755	23405
-1.1795655	9.671427249908447	31	-388.67663533844296	65.90208739988587	-270.59028056449256	-438.34129051739086	151.0	0.0	755	24160
-0.85601103	9.961302757263184	32	-382.9155909178983	72.7337324549702	-282.03886516932357	-466.92507690898606	151.0	0.0	755	24915
-1.0188012	10.222504138946533	33	-403.99353859356404	49.6404003214031	-316.1399347887975	-468.55511536995607	151.0	0.0	755	25670
-0.98095524	10.488315343856812	34	-423.48041893629534	76.54429179903788	-327.296363866833	-526.7972345319403	151.0	0.0	755	26425
-0.81951433	10.758157014846802	35	-410.1847673763227	63.793374507846316	-340.41124205402934	-490.926975227126	151.0	0.0	755	27180
-1.053734	11.014684200286865	36	-404.507838037609	35.07015227954181	-364.89646062872544	-451.7668766681816	151.0	0.0	755	27935
-0.7225968	11.281734228134155	37	-335.2865902554123	71.54792503295285	-211.28760983307046	-428.0338007548104	151.0	0.0	755	28690
-0.90270424	11.546488523483276	38	-384.8731088316657	68.08122134660181	-287.5349955863697	-476.1293108851323	151.0	0.0	755	29445
-1.0837919	11.812675952911377	39	-403.7879222569856	35.685275872119725	-340.51663398884625	-444.69341864405135	151.0	0.0	755	30200
-0.84657335	12.077288150787354	40	-398.5525345611287	52.59625305600795	-325.29719378133433	-483.8269881749509	151.0	0.0	755	30955
-1.0848901	12.340138912200928	41	-382.60724187333955	91.97589287801823	-262.9902376041592	-531.3575636569963	151.0	0.0	755	31710
-1.0677303	12.605846881866455	42	-379.4698564417625	57.40937053396567	-302.581016325983	-463.2134687080038	151.0	0.0	755	32465
-1.0481478	12.87311601638794	43	-340.645702801954	79.72955633263632	-275.28453012903503	-491.54298218386054	151.0	0.0	755	33220
-1.3471044	13.139129161834717	44	-352.54225375867145	80.89489262619588	-249.04564548378343	-446.2414658948832	151.0	0.0	755	33975
