CostPreOpt	CostPostOpt	Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
22.003277	21.974195	0.4163219928741455	0	23.906976744186046	13.936423673719618	84.0	10.0	23.906976744186046	13.936423673719618	1028	1028
22.127758	22.10611	0.6566910743713379	1	25.65	13.201420378125984	66.0	9.0	25.65	13.201420378125984	1026	2054
25.598	25.551088	0.8735134601593018	2	28.47222222222222	16.35455443041124	75.0	11.0	28.47222222222222	16.35455443041124	1025	3079
26.452557	26.447628	1.0930919647216797	3	31.242424242424242	15.85928712340005	86.0	12.0	31.242424242424242	15.85928712340005	1031	4110
28.448103	28.43554	1.3026704788208008	4	33.96666666666667	17.042072122316057	84.0	10.0	33.96666666666667	17.042072122316057	1019	5129
27.340565	27.272049	1.5127952098846436	5	32.3125	17.27432614459968	89.0	13.0	32.3125	17.27432614459968	1034	6163
21.839418	21.84438	1.7314047813415527	6	28.194444444444443	11.582600563019911	62.0	9.0	28.194444444444443	11.582600563019911	1015	7178
36.860485	36.75462	1.9457132816314697	7	37.357142857142854	26.969843325084256	128.0	12.0	37.357142857142854	26.969843325084256	1046	8224
27.766369	27.704058	2.1810977458953857	8	36.892857142857146	14.996045397071203	64.0	16.0	36.892857142857146	14.996045397071203	1033	9257
26.154902	26.122208	2.386077404022217	9	34.724137931034484	14.287434922708492	73.0	14.0	34.724137931034484	14.287434922708492	1007	10264
30.971115	30.934998	2.5942556858062744	10	42.708333333333336	15.854755245316433	81.0	19.0	42.708333333333336	15.854755245316433	1025	11289
29.303991	29.287685	2.8078837394714355	11	40.26923076923077	15.288401064224855	71.0	20.0	40.26923076923077	15.288401064224855	1047	12336
35.555676	35.5373	3.0192439556121826	12	48.76190476190476	19.23514828914026	102.0	18.0	48.76190476190476	19.23514828914026	1024	13360
39.45777	39.438686	3.2373929023742676	13	47.36363636363637	27.048013629882583	133.0	15.0	47.36363636363637	27.048013629882583	1042	14402
38.41955	38.450684	3.4520692825317383	14	46.90909090909091	25.49671831095326	128.0	19.0	46.90909090909091	25.49671831095326	1032	15434
35.132465	35.13472	3.6589441299438477	15	44.391304347826086	22.94556721505084	109.0	21.0	44.391304347826086	22.94556721505084	1021	16455
36.91288	36.88069	3.89163875579834	16	50.8	21.259350883787587	109.0	24.0	50.8	21.259350883787587	1016	17471
41.680016	41.69642	4.115657567977905	17	58.44444444444444	21.761898973057942	103.0	24.0	58.44444444444444	21.761898973057942	1052	18523
40.996773	40.97193	4.3407063484191895	18	59.72222222222222	20.725200858309766	98.0	28.0	59.72222222222222	20.725200858309766	1075	19598
37.46107	37.448463	4.5707268714904785	19	51.65	21.64780589343872	115.0	25.0	51.65	21.64780589343872	1033	20631
30.864895	30.865276	4.783490896224976	20	43.78260869565217	17.19695757151381	96.0	12.0	43.78260869565217	17.19695757151381	1007	21638
38.02525	38.015213	4.989508628845215	21	52.68421052631579	22.15270598079314	105.0	19.0	52.68421052631579	22.15270598079314	1001	22639
34.750008	34.7204	5.207672834396362	22	50.0	19.750828795147765	101.0	20.0	50.0	19.750828795147765	1050	23689
33.413948	33.381622	5.418251037597656	23	48.76190476190476	17.81894326914548	88.0	21.0	48.76190476190476	17.81894326914548	1024	24713
34.67181	34.6797	5.6290602684021	24	49.38095238095238	19.34025210471474	94.0	25.0	49.38095238095238	19.34025210471474	1037	25750
46.95483	46.91838	5.853072643280029	25	57.27777777777778	34.91705338776385	157.0	14.0	57.27777777777778	34.91705338776385	1031	26781
30.942139	30.933006	6.066174745559692	26	48.95238095238095	11.902285456708325	71.0	28.0	48.95238095238095	11.902285456708325	1028	27809
42.052593	42.030865	6.283374309539795	27	52.05	30.921634820946963	153.0	20.0	52.05	30.921634820946963	1041	28850
33.278786	33.223694	6.500131607055664	28	44.608695652173914	22.63844196980914	97.0	13.0	44.608695652173914	22.63844196980914	1026	29876
34.31114	34.29223	6.706058979034424	29	53.21052631578947	16.37899472324368	88.0	24.0	53.21052631578947	16.37899472324368	1011	30887
38.09907	38.071526	6.907751798629761	30	58.94117647058823	18.706622256916823	103.0	35.0	58.94117647058823	18.706622256916823	1002	31889
41.174973	41.17462	7.110034465789795	31	59.588235294117645	24.90466250590182	117.0	28.0	59.588235294117645	24.90466250590182	1013	32902
44.617886	44.564323	7.3217058181762695	32	68.06666666666666	23.597928345984574	120.0	38.0	68.06666666666666	23.597928345984574	1021	33923
