OptCost	Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
-0.0739173	1.1859610080718994	0	8.646341463414634	4.844841237348243	28.0	3.0	8.646341463414634	4.844841237348243	709	709
-0.008357543	1.5527660846710205	1	8.560975609756097	4.724346802122192	27.0	3.0	8.560975609756097	4.724346802122192	702	1411
-0.054614816	1.7713241577148438	2	9.413333333333334	6.951437900815118	35.0	3.0	9.413333333333334	6.951437900815118	706	2117
-0.06278768	1.997821569442749	3	10.784615384615385	6.63902751843465	33.0	3.0	10.784615384615385	6.63902751843465	701	2818
-0.07147005	2.227871894836426	4	10.611940298507463	5.60638022437975	28.0	3.0	10.611940298507463	5.60638022437975	711	3529
-0.1258483	2.4493472576141357	5	10.96923076923077	6.385004622055386	35.0	3.0	10.96923076923077	6.385004622055386	713	4242
-0.061694186	2.6643621921539307	6	15.23913043478261	8.24406184872454	31.0	3.0	15.23913043478261	8.24406184872454	701	4943
-0.03102725	2.885002851486206	7	14.854166666666666	8.458205048288253	43.0	5.0	14.854166666666666	8.458205048288253	713	5656
-0.05442935	3.1039786338806152	8	13.226415094339623	8.922393936805623	54.0	4.0	13.226415094339623	8.922393936805623	701	6357
-0.069810346	3.318756580352783	9	14.936170212765957	9.465287657494235	50.0	3.0	14.936170212765957	9.465287657494235	702	7059
-0.0613985	3.5259485244750977	10	23.5	12.590340212506836	47.0	5.0	23.5	12.590340212506836	705	7764
-0.020149833	3.738654613494873	11	20.542857142857144	11.061756143560201	51.0	7.0	20.542857142857144	11.061756143560201	719	8483
-0.004212729	3.9496874809265137	12	23.733333333333334	11.39863539590985	42.0	5.0	23.733333333333334	11.39863539590985	712	9195
-0.04437498	4.159454345703125	13	25.464285714285715	13.186795730299801	48.0	5.0	25.464285714285715	13.186795730299801	713	9908
-0.021203369	4.36863112449646	14	23.766666666666666	10.787904749713398	57.0	7.0	23.766666666666666	10.787904749713398	713	10621
-0.025153555	4.576847791671753	15	25.392857142857142	14.81393958818683	55.0	7.0	25.392857142857142	14.81393958818683	711	11332
-0.0891573	4.783473968505859	16	29.791666666666668	15.39204114325178	73.0	4.0	29.791666666666668	15.39204114325178	715	12047
-0.04380369	5.0079052448272705	17	29.333333333333332	14.95177432800387	65.0	6.0	29.333333333333332	14.95177432800387	704	12751
-0.027490282	5.213753938674927	18	35.2	16.960542444155493	74.0	12.0	35.2	16.960542444155493	704	13455
-0.0735292	5.413920164108276	19	29.208333333333332	13.677777495712608	61.0	9.0	29.208333333333332	13.677777495712608	701	14156
-0.026375411	5.623633861541748	20	31.434782608695652	12.839565504488279	54.0	7.0	31.434782608695652	12.839565504488279	723	14879
-0.038482167	5.837328195571899	21	33.27272727272727	15.829149802534385	60.0	6.0	33.27272727272727	15.829149802534385	732	15611
0.03909287	6.0423760414123535	22	42.0	13.499455326702892	71.0	17.0	42.0	13.499455326702892	714	16325
-0.054292656	6.253601551055908	23	38.89473684210526	19.352396116684456	78.0	9.0	38.89473684210526	19.352396116684456	739	17064
-0.009679934	6.453182935714722	24	41.470588235294116	14.520240020131022	74.0	20.0	41.470588235294116	14.520240020131022	705	17769
-0.029231284	6.655264377593994	25	39.44444444444444	19.12886771993872	92.0	13.0	39.44444444444444	19.12886771993872	710	18479
-0.017181715	6.854824542999268	26	46.8	16.939893742287758	86.0	20.0	46.8	16.939893742287758	702	19181
-0.02234724	7.058087587356567	27	43.9375	15.554214661949345	80.0	16.0	43.9375	15.554214661949345	703	19884
-0.004283301	7.256594896316528	28	44.0	12.020815280171307	68.0	20.0	44.0	12.020815280171307	704	20588
-0.019840721	7.464829683303833	29	49.266666666666666	18.00543127935445	77.0	8.0	49.266666666666666	18.00543127935445	739	21327
-0.0752814	7.6730029582977295	30	42.94117647058823	17.117141694581708	90.0	14.0	42.94117647058823	17.117141694581708	730	22057
-0.0104932645	7.868619441986084	31	41.35294117647059	18.307636389578267	93.0	19.0	41.35294117647059	18.307636389578267	703	22760
-0.021444306	8.077252388000488	32	41.166666666666664	17.410884207555025	83.0	5.0	41.166666666666664	17.410884207555025	741	23501
0.005031049	8.284187316894531	33	60.416666666666664	17.955771278957144	100.0	46.0	60.416666666666664	17.955771278957144	725	24226
0.0078090145	8.490107297897339	34	48.06666666666667	16.31141386337255	78.0	21.0	48.06666666666667	16.31141386337255	721	24947
-0.02150428	8.690560579299927	35	53.92307692307692	23.863269291984597	93.0	8.0	53.92307692307692	23.863269291984597	701	25648
-0.026287131	8.903860807418823	36	46.4375	13.313380252587995	77.0	20.0	46.4375	13.313380252587995	743	26391
-0.028655684	9.110636472702026	37	43.11764705882353	19.025933858014703	97.0	13.0	43.11764705882353	19.025933858014703	733	27124
0.022341182	9.317399263381958	38	47.625	23.296660168358898	110.0	13.0	47.625	23.296660168358898	762	27886
-0.01699365	9.524585962295532	39	53.5	16.80029761641144	93.0	29.0	53.5	16.80029761641144	749	28635
-0.028324885	9.727773189544678	40	55.76923076923077	30.380038603697166	123.0	9.0	55.76923076923077	30.380038603697166	725	29360
-0.043779667	9.936688423156738	41	45.8125	13.342688775130746	76.0	11.0	45.8125	13.342688775130746	733	30093
0.037484586	10.13910961151123	42	58.916666666666664	37.23228512400972	171.0	21.0	58.916666666666664	37.23228512400972	707	30800
-0.03942959	10.339490175247192	43	71.6	29.38434957592221	152.0	38.0	71.6	29.38434957592221	716	31516
-0.0155113535	10.575469970703125	44	60.857142857142854	33.12068223688538	164.0	23.0	60.857142857142854	33.12068223688538	852	32368
0.00034402238	10.779354810714722	45	59.75	19.870937739992712	90.0	38.0	59.75	19.870937739992712	717	33085
0.031234132	10.984072923660278	46	61.833333333333336	20.49322381232934	112.0	41.0	61.833333333333336	20.49322381232934	742	33827
