CostPreOpt	CostPostOpt	Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
25.771095	25.590927	0.4682040214538574	0	24.5	17.795464911841204	90.0	9.0	24.5	17.795464911841204	1029	1029
23.066204	22.99487	0.7011756896972656	1	25.071428571428573	14.668386572007513	92.0	9.0	25.071428571428573	14.668386572007513	1053	2082
35.104115	34.960857	0.9066731929779053	2	35.733333333333334	24.06232647845082	116.0	10.0	35.733333333333334	24.06232647845082	1072	3154
24.488922	24.490211	1.1061501502990723	3	29.285714285714285	14.078497136862765	73.0	10.0	29.285714285714285	14.078497136862765	1025	4179
29.454355	29.369629	1.3105072975158691	4	34.36666666666667	17.971242459984662	79.0	13.0	34.36666666666667	17.971242459984662	1031	5210
31.670593	31.58303	1.5220394134521484	5	35.55172413793103	20.827015292472073	83.0	11.0	35.55172413793103	20.827015292472073	1031	6241
33.41759	33.41643	1.722048282623291	6	39.30769230769231	20.811921936105666	88.0	13.0	39.30769230769231	20.811921936105666	1022	7263
36.9888	36.964603	1.9271864891052246	7	42.52	24.291759919775266	101.0	13.0	42.52	24.291759919775266	1063	8326
34.650166	34.651512	2.119377613067627	8	38.73076923076923	22.69286179245273	104.0	13.0	38.73076923076923	22.69286179245273	1007	9333
34.637302	34.616295	2.3187780380249023	9	41.833333333333336	21.811057338474495	84.0	11.0	41.833333333333336	21.811057338474495	1004	10337
36.44893	36.40314	2.525576591491699	10	37.32142857142857	26.566699848048998	134.0	13.0	37.32142857142857	26.566699848048998	1045	11382
31.869337	31.810179	2.7252488136291504	11	39.19230769230769	20.046137611422672	79.0	11.0	39.19230769230769	20.046137611422672	1019	12401
32.96823	32.958797	2.9257116317749023	12	39.03846153846154	21.86933358562373	97.0	11.0	39.03846153846154	21.86933358562373	1015	13416
29.16309	29.162703	3.1228950023651123	13	39.15384615384615	15.744821633922172	68.0	18.0	39.15384615384615	15.744821633922172	1018	14434
49.072243	49.03418	3.335768461227417	14	64.0625	28.20343230441997	133.0	25.0	64.0625	28.20343230441997	1025	15459
41.218224	41.190105	3.5547475814819336	15	45.5	29.745511502501593	151.0	19.0	45.5	29.745511502501593	1001	16460
45.282616	45.237217	3.760026693344116	16	59.05882352941177	26.389549152993688	117.0	14.0	59.05882352941177	26.389549152993688	1004	17464
47.19171	47.14806	3.9706130027770996	17	57.388888888888886	31.07185022722673	115.0	10.0	57.388888888888886	31.07185022722673	1033	18497
53.11244	53.051533	4.171326398849487	18	56.94444444444444	39.942280887164365	168.0	20.0	56.94444444444444	39.942280887164365	1025	19522
49.37927	49.334133	4.368404150009155	19	68.33333333333333	27.04235361223	119.0	32.0	68.33333333333333	27.04235361223	1025	20547
55.668503	55.53985	4.585925579071045	20	69.4	37.53007682734832	139.0	23.0	69.4	37.53007682734832	1041	21588
57.836052	57.77182	4.866403579711914	21	77.84615384615384	31.813993422938797	141.0	33.0	77.84615384615384	31.813993422938797	1012	22600
41.456795	41.42962	5.099494695663452	22	53.68421052631579	24.92103873728285	129.0	19.0	53.68421052631579	24.92103873728285	1020	23620
40.96267	40.977554	5.310971260070801	23	59.294117647058826	19.694026284136946	87.0	22.0	59.294117647058826	19.694026284136946	1008	24628
52.898376	52.878258	5.5235819816589355	24	75.57142857142857	27.139097483978684	150.0	42.0	75.57142857142857	27.139097483978684	1058	25686
57.205833	57.14123	5.741638660430908	25	76.5	33.36968256195606	130.0	32.0	76.5	33.36968256195606	1071	26757
79.58476	79.45191	5.948276519775391	26	112.44444444444444	43.3771857883102	200.0	59.0	112.44444444444444	43.3771857883102	1012	27769
66.38581	66.41979	6.190983772277832	27	84.0	43.143766819606924	200.0	33.0	84.0	43.143766819606924	1092	28861
79.12753	79.02198	6.404034614562988	28	104.5	51.39114709753033	200.0	28.0	104.5	51.39114709753033	1045	29906
64.63113	64.62707	6.617371320724487	29	75.85714285714286	46.83536079084011	200.0	21.0	75.85714285714286	46.83536079084011	1062	30968
58.07812	58.079384	6.836326837539673	30	79.92307692307692	32.72369533971355	151.0	42.0	79.92307692307692	32.72369533971355	1039	32007
