OptCost	Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
-1.0049969	1.22373366355896	0	-560.7264633174904	89.480866452861	-429.9894674063528	-680.3398242689957	151.0	0.0	755	755
-1.2443128	1.6221842765808105	1	-479.94594728627544	120.35395173264507	-255.56074659527684	-595.94557506048	151.0	0.0	755	1510
-1.0375274	1.8835580348968506	2	-545.5594029284642	52.633026806807734	-449.5133853981563	-594.1629613656506	151.0	0.0	755	2265
-1.0649862	2.1481211185455322	3	-541.7972368703555	76.39872959469639	-446.7373049580381	-675.3058637840738	151.0	0.0	755	3020
-0.83214945	2.4157981872558594	4	-474.0677547797162	91.88300625758839	-309.898185046421	-590.4984354179419	151.0	0.0	755	3775
-0.98631084	2.6787822246551514	5	-559.6454779411669	65.62286191284085	-442.88668335654745	-640.0120340110136	151.0	0.0	755	4530
-1.0918977	2.9433233737945557	6	-503.6950779887212	135.10196748906	-315.2971049674039	-694.8122575945451	151.0	0.0	755	5285
-1.0445063	3.207839012145996	7	-519.0291557867652	128.23217159447398	-353.30461021877954	-661.3669928457484	151.0	0.0	755	6040
-1.0382993	3.497671127319336	8	-475.64988055683517	51.087134646766955	-392.23032653084886	-540.1698018132522	151.0	0.0	755	6795
-0.58917224	3.889313220977783	9	-439.83796709160504	96.9863107872062	-325.459100565551	-578.5802293860929	151.0	0.0	755	7550
-0.9991846	4.157573699951172	10	-565.7793108174661	113.73843098851705	-371.22773134976813	-696.833756011437	151.0	0.0	755	8305
-0.6659705	4.425007581710815	11	-408.97586978485725	94.69480155971496	-225.44925946298943	-491.8925368391168	151.0	0.0	755	9060
-1.0184216	4.689626455307007	12	-431.61985471264177	24.62719176450255	-416.15322201249063	-480.6335735586314	151.0	0.0	755	9815
-0.7718603	4.945793390274048	13	-438.666746647022	87.69985219159571	-337.1221741201788	-553.8493013501381	151.0	0.0	755	10570
-0.80152327	5.196776866912842	14	-467.61918721321683	61.17231447679247	-360.0584447044454	-530.972562645625	151.0	0.0	755	11325
-1.275967	5.461208820343018	15	-440.0950150276629	32.27001161510463	-403.03114368193326	-492.3071438171772	151.0	0.0	755	12080
-0.8337677	5.726690292358398	16	-430.21687726453877	111.04530450284541	-291.4844494967	-577.0674988931912	151.0	0.0	755	12835
-0.8043011	5.991033554077148	17	-455.27889929355507	69.40166387489941	-374.95292661326283	-570.1585799757873	151.0	0.0	755	13590
-1.061789	6.2539894580841064	18	-457.54969072972017	103.66828160500273	-258.35449158322615	-551.3819777255426	151.0	0.0	755	14345
-0.95018536	6.519646167755127	19	-432.8354832604414	60.28132082350266	-329.615600426709	-505.2306698893183	151.0	0.0	755	15100
-1.1883625	6.784757375717163	20	-461.982716782041	114.6244058574384	-370.2935937568379	-687.0084727463536	151.0	0.0	755	15855
-1.0411364	7.052016973495483	21	-430.64642376286355	83.14269511839329	-301.6976660213358	-552.9293681357418	151.0	0.0	755	16610
