CostPreOpt	CostPostOpt	Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
21.289848	21.269562	0.4052906036376953	0	24.0	12.930215628150838	67.0	9.0	24.0	12.930215628150838	1008	1008
21.814594	21.779049	0.6431097984313965	1	26.0	12.553475359028813	58.0	9.0	26.0	12.553475359028813	1014	2022
20.142166	20.10754	0.876002311706543	2	25.875	10.232759891642138	48.0	12.0	25.875	10.232759891642138	1035	3057
19.737234	19.750689	1.0799453258514404	3	23.113636363636363	12.030672748307117	72.0	11.0	23.113636363636363	12.030672748307117	1017	4074
23.654758	23.588684	1.2876043319702148	4	29.91176470588235	13.406248865753575	59.0	12.0	29.91176470588235	13.406248865753575	1017	5091
26.361504	26.284325	1.4999849796295166	5	31.575757575757574	16.585920102249382	75.0	13.0	31.575757575757574	16.585920102249382	1042	6133
31.628775	31.58514	1.711066484451294	6	35.92857142857143	20.877069737305725	103.0	11.0	35.92857142857143	20.877069737305725	1006	7139
26.345856	26.310421	1.918837308883667	7	33.5	15.359578987285643	78.0	15.0	33.5	15.359578987285643	1005	8144
29.290632	29.25711	2.1262733936309814	8	39.19230769230769	15.600836345355216	71.0	12.0	39.19230769230769	15.600836345355216	1019	9163
27.761992	27.714567	2.333355188369751	9	36.357142857142854	15.958012509874345	78.0	10.0	36.357142857142854	15.958012509874345	1018	10181
27.598843	27.494246	2.555598020553589	10	37.241379310344826	15.471119194550397	85.0	12.0	37.241379310344826	15.471119194550397	1080	11261
32.214146	32.178474	2.7595410346984863	11	43.65217391304348	18.015955960957097	89.0	22.0	43.65217391304348	18.015955960957097	1004	12265
33.205223	33.160267	2.973809003829956	12	47.36363636363637	16.94253779033293	77.0	11.0	47.36363636363637	16.94253779033293	1042	13307
31.486694	31.431068	3.1777515411376953	13	43.73913043478261	17.835522423338812	92.0	15.0	43.73913043478261	17.835522423338812	1006	14313
48.0193	48.018887	3.3895199298858643	14	56.0	34.67628071815725	165.0	18.0	56.0	34.67628071815725	1008	15321
35.162304	35.185726	3.5914294719696045	15	48.0	19.637185328326655	106.0	21.0	48.0	19.637185328326655	1008	16329
39.000202	38.97151	3.802645206451416	16	53.21052631578947	24.0691524512807	115.0	23.0	53.21052631578947	24.0691524512807	1011	17340
38.77057	38.750675	4.022272348403931	17	58.55555555555556	16.493171052227183	94.0	28.0	58.55555555555556	16.493171052227183	1054	18394
33.043053	33.031784	4.225035905838013	18	45.63636363636363	19.94662298723875	124.0	17.0	45.63636363636363	19.94662298723875	1004	19398
42.240013	42.169678	4.423877716064453	19	58.94117647058823	25.537678249610376	140.0	29.0	58.94117647058823	25.537678249610376	1002	20400
35.754173	35.718666	4.635684013366699	20	51.2	21.046614929722068	83.0	22.0	51.2	21.046614929722068	1024	21424
37.802116	37.790466	4.8517162799835205	21	53.6	21.312906887611554	98.0	21.0	53.6	21.312906887611554	1072	22496
38.309944	38.261726	5.06009578704834	22	61.88235294117647	14.608145805523456	87.0	35.0	61.88235294117647	14.608145805523456	1052	23548
42.477863	42.390915	5.273269891738892	23	60.411764705882355	26.72090792647632	125.0	19.0	60.411764705882355	26.72090792647632	1027	24575
36.587032	36.5877	5.477846384048462	24	52.2	22.449053432160564	108.0	15.0	52.2	22.449053432160564	1044	25619
33.564384	33.579494	5.692344903945923	25	52.3	14.771932845772078	78.0	25.0	52.3	14.771932845772078	1046	26665
40.27895	40.258045	5.915098190307617	26	58.388888888888886	25.00919583959488	136.0	34.0	58.388888888888886	25.00919583959488	1051	27716
42.28217	42.27499	6.135980129241943	27	60.388888888888886	27.260347452112136	150.0	26.0	60.388888888888886	27.260347452112136	1087	28803
44.338272	44.320187	6.341171979904175	28	63.625	27.542864320908965	132.0	29.0	63.625	27.542864320908965	1018	29821
36.98877	36.983536	6.556710720062256	29	56.388888888888886	20.723413728032597	101.0	27.0	56.388888888888886	20.723413728032597	1015	30836
35.81215	35.81394	6.7834389209747314	30	56.55555555555556	17.1633402026989	105.0	37.0	56.55555555555556	17.1633402026989	1018	31854
42.327003	42.337917	6.98735499382019	31	62.8125	24.756864578334632	106.0	27.0	62.8125	24.756864578334632	1005	32859
55.26868	55.220287	7.190999269485474	32	72.42857142857143	40.86513408363503	166.0	32.0	72.42857142857143	40.86513408363503	1014	33873
49.03003	48.99911	7.4002625942230225	33	68.6	35.32289153886848	187.0	35.0	68.6	35.32289153886848	1029	34902
42.388885	42.401478	7.612593650817871	34	64.3125	23.732147895839518	140.0	36.0	64.3125	23.732147895839518	1029	35931
46.115246	46.06895	7.820930480957031	35	64.125	33.63568603432967	176.0	30.0	64.125	33.63568603432967	1026	36957
45.027058	44.892967	8.036265134811401	36	66.125	28.70295063229563	123.0	32.0	66.125	28.70295063229563	1058	38015
39.51479	39.50166	8.251625537872314	37	64.6875	17.491850781149488	95.0	35.0	64.6875	17.491850781149488	1035	39050
49.455086	49.48039	8.462932109832764	38	70.53333333333333	33.72410941085852	156.0	35.0	70.53333333333333	33.72410941085852	1058	40108
49.174976	49.138775	8.679704904556274	39	75.5	31.608656138107847	146.0	31.0	75.5	31.608656138107847	1057	41165
41.993855	41.947514	8.890133142471313	40	63.75	26.420872430712805	123.0	27.0	63.75	26.420872430712805	1020	42185
47.581745	47.564064	9.085176706314087	41	71.5	30.94176557895262	136.0	35.0	71.5	30.94176557895262	1001	43186
57.57497	57.583393	9.299050331115723	42	76.57142857142857	41.47927931202395	192.0	29.0	76.57142857142857	41.47927931202395	1072	44258
55.236305	55.214558	9.520427227020264	43	84.53846153846153	33.336548168443926	147.0	38.0	84.53846153846153	33.336548168443926	1099	45357
