Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
1.107168197631836	0	7.382352941176471	4.232331480140168	25.0	3.0	7.382352941176471	4.232331480140168	502	502
1.4091107845306396	1	9.0	4.743416490252569	26.0	3.0	9.0	4.743416490252569	504	1006
1.578312635421753	2	10.489795918367347	5.318901409431147	24.0	3.0	10.489795918367347	5.318901409431147	514	1520
1.7506489753723145	3	10.08	6.377585750109519	32.0	4.0	10.08	6.377585750109519	504	2024
1.9222602844238281	4	11.23404255319149	6.611443225960889	38.0	4.0	11.23404255319149	6.611443225960889	528	2552
2.0931808948516846	5	10.755102040816327	6.326267275625407	34.0	4.0	10.755102040816327	6.326267275625407	527	3079
2.2647290229797363	6	11.0	6.520018274351103	29.0	4.0	11.0	6.520018274351103	517	3596
2.421607494354248	7	15.181818181818182	11.005383105565906	56.0	5.0	15.181818181818182	11.005383105565906	501	4097
2.5854434967041016	8	12.341463414634147	6.806058119551309	28.0	3.0	12.341463414634147	6.806058119551309	506	4603
2.74899959564209	9	13.972222222222221	7.193693654518639	34.0	4.0	13.972222222222221	7.193693654518639	503	5106
2.912853240966797	10	16.193548387096776	12.97247546411299	69.0	6.0	16.193548387096776	12.97247546411299	502	5608
3.076296091079712	11	20.92	11.623837576291232	49.0	4.0	20.92	11.623837576291232	523	6131
3.2382960319519043	12	17.82758620689655	9.727561148496614	40.0	6.0	17.82758620689655	9.727561148496614	517	6648
3.402458667755127	13	20.423076923076923	14.008714532041713	74.0	3.0	20.423076923076923	14.008714532041713	531	7179
3.56467342376709	14	22.304347826086957	13.485692200991632	65.0	7.0	22.304347826086957	13.485692200991632	513	7692
3.7187376022338867	15	26.736842105263158	11.035073773455053	60.0	12.0	26.736842105263158	11.035073773455053	508	8200
3.878040075302124	16	24.761904761904763	16.512346785720137	75.0	6.0	24.761904761904763	16.512346785720137	520	8720
4.034563064575195	17	20.916666666666668	8.205265924324992	41.0	7.0	20.916666666666668	8.205265924324992	502	9222
4.194247484207153	18	27.63157894736842	14.397406660907956	65.0	6.0	27.63157894736842	14.397406660907956	525	9747
4.353008270263672	19	37.857142857142854	21.07082323585708	83.0	11.0	37.857142857142854	21.07082323585708	530	10277
4.511346101760864	20	29.166666666666668	16.152915113584505	66.0	8.0	29.166666666666668	16.152915113584505	525	10802
4.673062801361084	21	28.88888888888889	11.887850421935877	54.0	10.0	28.88888888888889	11.887850421935877	520	11322
4.826822996139526	22	32.0	13.24764129949177	53.0	10.0	32.0	13.24764129949177	512	11834
4.98104453086853	23	28.11111111111111	18.799789859608328	84.0	8.0	28.11111111111111	18.799789859608328	506	12340
5.140148162841797	24	39.46153846153846	14.468083625241537	66.0	23.0	39.46153846153846	14.468083625241537	513	12853
5.305880069732666	25	34.0625	15.122287979998266	80.0	20.0	34.0625	15.122287979998266	545	13398
5.4661173820495605	26	38.07142857142857	18.444760331147418	93.0	20.0	38.07142857142857	18.444760331147418	533	13931
5.617895603179932	27	45.90909090909091	21.731646573831384	91.0	21.0	45.90909090909091	21.731646573831384	505	14436
5.772987365722656	28	36.42857142857143	20.56944434875008	101.0	14.0	36.42857142857143	20.56944434875008	510	14946
5.926970958709717	29	42.166666666666664	14.70732999410687	69.0	22.0	42.166666666666664	14.70732999410687	506	15452
6.0859010219573975	30	44.083333333333336	17.63735776381737	66.0	6.0	44.083333333333336	17.63735776381737	529	15981
6.240556240081787	31	40.23076923076923	17.039112680733865	82.0	12.0	40.23076923076923	17.039112680733865	523	16504
6.394283056259155	32	39.84615384615385	9.02003030735275	53.0	27.0	39.84615384615385	9.02003030735275	518	17022
6.55064582824707	33	46.18181818181818	25.519397904760364	103.0	12.0	46.18181818181818	25.519397904760364	508	17530
6.7089996337890625	34	45.0	21.252450839060106	96.0	24.0	45.0	21.252450839060106	540	18070
6.866530179977417	35	48.0	15.591372905902453	78.0	27.0	48.0	15.591372905902453	528	18598
7.020933389663696	36	48.0	14.346364759693719	71.0	19.0	48.0	14.346364759693719	528	19126
7.1776063442230225	37	52.2	15.354478174135389	88.0	27.0	52.2	15.354478174135389	522	19648
7.346310377120972	38	48.0	19.782146833277054	89.0	18.0	48.0	19.782146833277054	576	20224
7.5136518478393555	39	44.38461538461539	22.899574942438967	86.0	8.0	44.38461538461539	22.899574942438967	577	20801
7.691669225692749	40	66.88888888888889	20.17393502321715	105.0	45.0	66.88888888888889	20.17393502321715	602	21403
7.848449230194092	41	52.5	18.386136081297778	84.0	21.0	52.5	18.386136081297778	525	21928
8.00296139717102	42	74.85714285714286	20.088579352661135	106.0	40.0	74.85714285714286	20.088579352661135	524	22452
8.152733325958252	43	56.55555555555556	29.560150018831138	110.0	24.0	56.55555555555556	29.560150018831138	509	22961
8.313761711120605	44	67.625	27.092146002116554	119.0	23.0	67.625	27.092146002116554	541	23502
8.468778133392334	45	68.625	20.578735991309088	112.0	42.0	68.625	20.578735991309088	549	24051
8.625603437423706	46	60.0	27.117030319216987	131.0	29.0	60.0	27.117030319216987	540	24591
8.791815519332886	47	55.9	23.28282628891948	91.0	15.0	55.9	23.28282628891948	559	25150
8.9474356174469	48	76.57142857142857	34.35885056641008	142.0	44.0	76.57142857142857	34.35885056641008	536	25686
9.114624261856079	49	71.25	39.72955449032873	132.0	12.0	71.25	39.72955449032873	570	26256
9.290979146957397	50	101.5	55.52702044950728	214.0	48.0	101.5	55.52702044950728	609	26865
9.449995756149292	51	89.66666666666667	48.20327328673392	146.0	31.0	89.66666666666667	48.20327328673392	538	27403
